content,label
给我这个先申请互动在zywoo尸体上做蹲起喷漆，导致zywoo被网暴不解释清楚反而含糊其辞说视角问题自己装的冰洁玉清 aoe水友赚的没自己多，8月17号还在玩老板的刀，8月15号就和老板刚分手半个月的前女友去酒店被水友撞见，著名采访goat，米垃圾警家连空8枪，空之轨主理人，在镜头面前挤眉弄眼表演型人格，cs职业赛级嘉豪，令主播跪求别起狙的传奇顶流狙神jee看笑了??给我这个先申请互动在zywoo尸体上做蹲起喷漆，导致zywoo被网暴不解释清楚反而含糊其辞说视角问题自己装的冰洁玉清 aoe水友赚的没自己多，8月17号还在玩老板的刀，8月15号就和老板刚分手半个月的前女友去酒店被水友撞见，著名采访goat，米垃圾警家连空8枪，空之轨主理人，在镜头面前挤眉弄眼表演型人格，cs职业赛级嘉豪，令主播跪求别起狙的传奇顶流狙神jee看笑了??给我这个先申请互动在zywoo尸体上做蹲起喷漆，导致zywoo被网暴不解释清楚反而含糊其辞说视角问题自己装的冰洁玉清 aoe水友赚的没自己多，8月17号还在玩老板的刀，8月15号就和老板刚分手半个月的前女友去酒店被水友撞见，著名采访goat，米垃圾警家连空8枪，空之轨主理人，在镜头面前挤眉弄眼表演型人格，cs职业赛级嘉豪，令主播跪求别起狙的传奇顶流狙神jee看笑了??给我这个先申请互动在zywoo尸体上做蹲起喷漆，导致zywoo被网暴不解释清楚反而含糊其辞说视角问题自己装的冰洁玉清 aoe水友赚的没自己多，8月17号还在玩老板的刀，8月15号就和老板刚分手半个月的前女友去酒店被水友撞见，著名采访goat，米垃圾警家连空8枪，空之轨主理人，在镜头面前挤眉弄眼表演型人格，cs职业赛级嘉豪，令主播跪求别起狙的传奇顶流狙神jee看笑了??,1
国内缺能兜底的人，我发现天禄基本上在赛场不缴对面枪的[笑哭]而且残局能力太差了，就没有人能一打五，不是一块上的那种,3
毒叶简直是叶圣啊自己狙这么强还让JEE做主狙,2
最抽象的是： 上一次打裂变天地s2比赛，和在荒漠迷城把白菜打红温开爆的那次比赛，第二局打的炼狱小镇，jee连续两次，不知道且没有意识到“匪从出身位到VIP下的最速时间”；更离谱的是，这个小丑??还嬉皮笑脸的来了一句“握草，我不知道对面能这么快”。这些基本常识，天梯玩家可以没有，职业哥也可以没有吗？ 再结合他这次比赛，十次有八次在二楼，既然对二楼这么痴迷，怎么这个熟练度和基本常识却不具备？ 他还有b脸和国内玩家对爆说“你有我挣得多吗？大哥”典型的，没本事，没决心，没魄力，最后只剩嘴了。和某足一个德行。,1
你问他为什么空？他会说你挣得没他多，就这么简单[笑哭],1
ds锐评jee,3
其实吧，这还真不怪jee，因为打比赛的时候不让放追梦赤子心,2
j神狙很奇怪，尤其是小幅度甩狙时总是先开枪后定位，像是章鱼食指也有个脑子在操控觉得要开火，手腕则是大脑在操控觉得要瞄准，很不协调看着难受,3
能不能别带我ezboy、讨喜boy、冰淇淋boy、玩嫂boy、赚得多boy、爱空枪boy、不吃资源辅助狙boy、阳光开朗boy、队内开心果boy的节奏啦？[生气],2
别尬黑我世界首个小镇100%胜率拔网线回防战术创始人啊[汤圆],2
我一直的观点是，jee的心态特别差抗压能力不行不是大场面选手，先不说技术层面的。我之前在完美评论区发过，就是我比较喜欢关注选手的微表情，今年科隆入围赛打3dmax的时候，她蹲在三箱1v1残局，他紧张的把手离开了鼠标然后握了握拳头。眼睛一直在眨，跟石头一样。结果被对面直接走单背身。然后打残局也是，AK枪法有时候会变形胜率比较低，心态真不行，他特别紧张明显能看出来、,3
jee就是一个喜欢小孩，想模仿小孩，想成为小孩的那种cn职业选手。打狙的时候下意识的选择都是更主动更需要状态和天赋的决策。你看他打步枪也跟团队融入的不错，打的节奏也很好。抛开嘴上和场外的那些破事。jee最大的问题是要在教练组的指导下，搞清楚，天禄需要一把什么狙。团队需要什么狙你打什么狙，而不是你所谓的带着兄弟们拿荣誉。,3
其实最大的问题是游戏内外的态度 cncs除了三叶没一线狙 正常热爱游戏的玩家最不能忍的是你游戏外被弹幕搞破防 在游戏内自己懈怠了对自己的训练和提升 隔壁康康低谷的时候都被喷成那样了都有心态 还照样c 这句话我真不知道怎么去说 但结合他最近那些破事还是有点失望的 特别是我曾给予他厚望 在所有人都在调侃他的时候 （谁又真正不想看到他能成为一个优秀的狙击手）以上纯属我闲的没事放屁说的 希望cncs变得越来越好,3
jee这人有意思，反正只要选出小镇打，不管打输了打赢了，他都能给你垫底,2
充满大嫂的世界到底在哪里,2
突然好奇如果隔壁lpl有人说这种话，会怎么样[妙啊],2
得优化,3
第一波我也觉得没问题，你这完全是上帝视角的分析,1
总有人各种护着jee 我建议是你们从lvg开始就看看大伙对他狙的评价 jee在天禄最大的贡献就是一个乐观活宝 但是他只有活 却不是那块宝,2
我说这么多就是只想提一个问题，就是jee并没有一个职业选手的灵性，就是对面什么战术，会怎么打，对面的人大概率会出现什么位置，我应该怎么做，jee给我感觉就是他在等别人指挥他，或者是按自己的天梯玩法去玩，这是不对的，我知道很多人会告诉我这个东西看天分，真不是天分，你看faze打小蜜蜂给ropz抓成啥了，很明显faze几个选手是研究过而且知道ropz的大概走位的，这就是选手的个人努力和俱乐部的分析师还有教练的作用，意识这个东西是可以积累的，哪怕达不到顶尖，选手的职业素养也是可以的，但是需要选手自己去努力，自己去想去分析，打完自己去总结，自己去看录像这局自己哪里失误了，为什么，对面什么战术，我应该怎么做，我甚至在这里提出来一个假设，就是jee分析录像的时间，还没有up主多，这才是最可悲最难受的，我们就像太监一样，皇上不急太监猛急。。。。,3
又带我j神的节奏，别影响我j神泡妞?赚钱,2
该喷是该喷，但是up这爆破音也太多太难听了。影响观感了建议下次喷的时候优化一下,3
咱们cncs的巨婴，你赚的有人多吗[doge],2
在cncs热度暴涨的时候，给观众们拉了一坨大的。不亚于英雄联盟s8rng败给G2的同时，还要外加IG也惨败没拿冠军一样难受。,2
[喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣],2
有些确实尬黑了,2
a1那波给道具timing更多吧,3
其实cncs很多比赛都进不了淘汰赛，所以cac进不了淘汰赛也没有稀奇的，反而进了淘汰赛才是个稀罕事,3
说实话这种分析有点片面，毕竟你没有语音，压根不知道他们队内是怎么沟通的。举个例子，如果猎鹰没爆出来语音，你可能永远都不知道原来是小孩叫龙哥帮架香蕉道的。,3
第一波闪光倒还好，这种闪肯定是主A要才给，跟Jee没啥关系，但补枪露大身位给链接就是问题了，感觉是慌了，捏完闪想着侧着跑躲一下枪线结果正好露给链接看了,3
第二个说一下小菊把香蕉道清空，faze四打五提速a区，jee二楼错timming，a1狙人被踹死的那局，我还是那个结论，如果这是天梯或者打的是二线三线队，jee玩法没问题，很正常，但是对面是一线队的faze，大表哥在b区图权彻底失守的一瞬间，迅速集合打a，这时候我们换在天禄的角度去看，香蕉道清空，对面四个人大概率在a半区，这时候就是考验a区防守的功底了，而显然jee没有任何动作，过了好几秒以后丢火然后清a1被踹死，很多人说来不及了丢道具，那我想如果香蕉道信息给的一瞬间，jee能反应过来对面剩下的路只有提a呢？如果jee能反应过来提前给好道具然后再架枪呢，会不会就没有timming了，会不会打的就会更从容一点，所以我说职业和天梯是有区别的，天梯，你call一个提a，光反应队友都得反应几秒，但是可以看到faze集合爆a，基本上就是大表哥下命令就立刻执行了。 马西西说jee少直播多训练，我也在这样想，比赛不是你枪打的准，枪打的再准有donk准？donk也没有每个比赛都冠军吧，再说jee枪法也烂完了，所以我觉得jee作为队内的一个辅助狙更应该把时间放在训练看录像看别的队伍比赛，分析各种前辈的打法上面，jee应该具备我说的这些职业素养，听到队友清空b，就反应过来对面可能要提a，因为他是职业选手。,3
jee确实大狙菜，但是有些失误不能拿着放大镜来看，临场决策谁又能做到完全不失误呢？[笑哭]当务之急是把那个b大狙的命中提上去，当然我赚的没有jee多[笑哭],2
我怎麼記得CNCS前幾年才在歡天喜地的慶祝進major，難道是我記錯了嗎[doge]？,2
那我就要问了，JEE究竟赚多少~[吃瓜],2
有些说的眉毛，有些就纯属硬黑了，主播的游戏理解感觉不是很深,2
有一波打红楼梯他直架对方  对方过去了空枪了我能理解，然后里边反火都知道那个人百分百会出来又空了 差点气死我,2
jee这人挺有意思，你问他为什么空枪，他说你没他赚的多[笑哭],2
没有J神赚得多就没有资格评价J神[吃瓜],2
jee说实话up一直在说jee做错了忽略他为什么要这么做，有没有可能他只能这样做，第二个镜头你就不能要求已经要做出跳栏杆的jee立马收集到汉堡掉了，他是不应该保小坑，但他是个二线普通狙击手，他没这个能力能在双线程的情况下稳定做出判断然后也能狙中，第三个镜头纯粹尬黑了，比赛的导播镜头白菜好像看见寒王过a1了然后卖了jee，所以只能放2楼，你自己都说faze要提a了，烟雾弹怎么扔才好呢如果扔自保烟就是卖白菜然后等死，扔隔断烟就是给t展开进包点的机会一样是卖队友，t如果能在提速被这种烟雾拖住就别打职业了，这个局最好就是他狙一个白菜打一个然后被捕最后3v2回防，这分该怪他没狙人，而不是道具丢没,3
up说的不错，讲的很到位[脱单doge]。05:42这真的是jee最大的问题，一个自相矛盾的狙击手，最喜欢激进流的打法却一直担任保守流的角色。所以他的一些动作有时候就会看的非常拧巴，跟多动症一样，影响他的思路。不改正这个问题永远不能成为一线狙。,4
枪法问题不大吧jee，主要是团队交流有问题，还有心态，操作变形之后自己应该干什么不清楚，感觉一变形就自己玩自己的。你要是说他做出了device这种大狙切刀监视被人打死的行为倒是没有。,3
第一波谁都没问题。交流是要时间的，法则二楼直接是静步接近阳台才飞，而且JEE也不能说对面飞二楼他就立马放掉连接直架抢位，万一飞楼就一个，faze给小沙烟冲B一样输，然后又因为jee看链接，也是jee的问题。（叠个甲：我不粉任何职业选手，看比赛纯当提高我个人实力的一种方式。要说喜欢，那应该是喜欢老九，毕竟都是广西的[doge_金箍]）,4
这枪真吞子弹了吗,3
“职业选手的‘菜’，是相对于其他职业选手； 你的‘强’，是相对于你键盘上的f5刷新键。” 别整天分析这个职业选手咋样咋样的了，纯纯恶心正常看比赛的人，正常人看到这视频就突然会生气去骂人。本来输了就输了，职业比赛本来就有输和赢，被你这视频一搞，输的人有罪了,1
天禄进攻战术这块确实厉害，很多警图都能掰扯成五五开甚至更多，但是作为ct方一把厉害的防守狙也是非常需要的，天禄如果能搞来个厉害的狙击手，我觉得冲击世界一线也是有可能的,3
足够客观，足够理性，哪怕很生气也能看出up在努力保持理性来分析，币给你[良辰共此曲动态表情包_微笑],4
还有第三波大表哥明显就是解读了天禄阵型知道你要三B反清，jamyoung一出来就直接中路钻烟扑A1A2同步了。都到了草车了你怎么反道具？最优解不就是接一个A1的然后摩托车出来把A2接了也没问题啊。只是问题是他没接住罢了,3
他这个狙人都拉过去才开枪，稍微甩一下感觉都能中，但pee似乎觉得自己反应很快，但作为观众感觉他真跟炉了一样，反应又慢又蠢，好多次开枪都差一两个身位,1
冷知識 某位大主播說過jee &gt; monesy[doge_金箍],2
谁能有他打假赛赚得多呀,2
"其实就是惯性记忆了。 打比赛笨笨的 太本能,太惯性了,太懵逼",2
有点尬黑其实,2
jee这人从来就没想好好打过职业，心里一直想的是圈米，现在还打职业是因为一现在tyloo赚的确实多，二为了从职业赚点流量好圈米罢了。 狙击枪不仅没有进步还退步了，白菜都能从稳定瘫练成偶尔C了，他可能都没啥个人训练的，来tyloo是为了tyloo的大流量，这个人就让他退役圈吧。当然还是那句话，tyloo现在赚的不少，他不可能就这样退的。,2
今年还剩下3个大赛，天禄都能参加。希望有个好结果吧。其实这支团队的上限就是在于步枪手也应该都懂，jee能丢好道具辅助队友也能接受，但是目前看下来我觉得团队在给他发挥空间让他去执行风险操作，小镇这个图本身狙的发挥空间就没那么大。还是多练吧另外我觉得有些操作没法全部丢给他一个人头上，还是要结合天禄语音才知道决策和道具是不是他自己做的。比起他个人的糟糕发挥跟应该希望团队有所进步,3
十月份的呢，哈哈，还是热的，无缝衔接[笑哭],2
单靠个人能力发挥打对面一个队伍，怎么打得过，整个队伍的问题,3
载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭载圣好鞭,2
虽然我很讨厌pee，但我觉得up这个视频还是过于主观的意淫了，说明，我本人1300hA（最高分），我还是觉得职业的决策跟思路不是普通爱好者能揣测的（勿喷）,3
这货不走，天禄走不远,2
要想突破这个舆论环境只有自强，保持两个赛事打好了不拉跨自有人帮他回应糟糕的评价,3
讲句不好听的，cncs比国足还烂[doge],2
讲的很不错喵[别当欧尼酱了第二弹表情包_.....],4
jee去转瓦吧 打死一个一惊一乍 适合跟对面互动 表演型人格这块[鼓掌],2
快也不快，准也不准，这狙？[汤圆],2
还是太紧张了，作为职业选手紧张是大忌 天禄多请几次心理医生看看选手状态吧,2
看一会不想看了，有点离谱这复盘[tv_白眼],2
上限不高且没有下限的狙击手,2
有的人是单纯为黑而黑，jee这次比赛确实发挥的不是很好，但哪个职业选手没有状态起伏的时候？只看数据有意义吗？一个数据就能体现出他给队伍带来的伤害吗？,2
jee心态不行，打强队他心态好反正也打不过放开了打，但一打和天禄实力差不多或者弱的就紧张，但是除jee外最大的问题还是汉堡这个指挥，中期稀烂，ct方完全没有任何准备，回防也慢，方如果开局掉一个人完全不会打，面对一线队老油条根本玩不过人家，小镇都被研究透了还在打小镇，图池浅的一匹。,1
我先说一下第一局这个问题，我看很多人说第一局没有问题，说我们是上帝视角，jee不是所以没问题，但是这是职业比赛，不是天梯，对面是faze，默认手枪局a爆弹，链接一定有人走的，这个时候jee作为链接位，暴露在书房凹槽，站在faze角度去看，a包两个，链接露了在打正面，所以链接单走的肯定会提速偷jee，如果是天梯，哪怕是s，这波jee没问题，因为天梯不一定有这么纪律性的默认，也不会有这么厉害的信息收集能力和沟通能力，能在jee露的瞬间，链接提速打jee侧身。但是就跟我说的一样，这是职业选手，我们能在场外分析这么多，作为jee的视角，应该要想到链接有单走的人，b点队友速度不够快没办法给自己侧身保护，自己暴露会有被单走偷的风险，这是职业选手应该有的处理信息和分析信息的能力，这不是建立上帝视角，这是建立在职业选手的素养，对面不是天梯，所以我上面说的这些分析，作为一个职业选手来说应该做到场下足够多的复盘，场上临时反应到对面的各种战术。 这也是很多天梯选手打不了职业的原因，路人王不需要分析那么多，也不需要背各种战术，不需要分析对手，只需要打好自己的，上分就行了，,3
主播为什么你的回放有子弹弹道? 是可以调出来的吗 怎么调的? 三联了,3
真有点尬黑了吧，看了前面几波解说看不下去。第一波你不把对内语音搞出来怎么能把责任全推他身上的，小坑卡脚那波说不交道具，timing那么大，想第一时间狙人也没毛病啊。,2
之前jee老九连线，jee不还阴阳老九说，之前老九说他不适合打职业吗，那时候天禄刚打出来点成绩。[笑哭],2
谁能有他挣得多。这枪空的，是论一枪算，还是一局算？赚这么多。,2
第一波手枪局我是真不知道jee有什么问题，好比你站石板后点捏闪，这颗闪的出手不是取决于前点的队友吗。那同理这一波明明就是包点大小坑错误判断了没打过的问题。能怪jee吗？,2
up是做啥工作的，太专业了,4
毒液昨天打3d真的猛的可怕，你们可以看一下,3
闪光一般是队友要才给，哪有主动给闪的。[捂脸],2
带节奏up有一手，不过jee这赛事发货是真烂，回去好好练练吧,1
要不莫思雨转狙击手吧，jee辅助自由人,3
裂天变地S1的时候， 你们不是这样说的啊,2
从lvg到现在，他根本没进化才是最傻的。 作为狙击手，他的局内影响力完全不够（不止是数据上的那个影响力），在人头交换里一直是让对方花费代价不大、让自己团队亏损最高的那个，只有在指挥战术针对到位的时候可以打出一波操作，根本不够,2
平时嘻嘻哈哈习惯了，印象最深的就是绿龙的一期Vlog里面就有他乱入。当时绿龙队员在室外吸烟区，然后他就凑上来了，用着蹩脚的英语苦笑着对镜头说“我们输掉了比赛，我们打太烂了”，绿龙全员沉默，尬得一批[doge][doge][doge][doge],2
up主已经气晕了，有些评价不是很客观,2
确实比赛给我整吐了，只空简单枪，很多枪高分路人局都不咋会空，他就枪枪空，看的人脑溢血，低血压患者福音了,1
Jee不是心态不行，是心态特别容易受影响。他今年裂变S1刚下飞机打核子的时候，拆包被打侧身，他瞬间开镜定位反杀。还有上半年esl第一次打绿龙，就是抱着放手一搏挑战他们的心态，在阿努比斯把donk打红温了。但是接下来半年就是害怕失败，心态上给自己太多压力了，老想着重振天禄荣光的口号，结果啥枪都空。Jee包括天禄全队，要的就是找回最开始打绿龙的那种心态，丢掉什么荣誉高光的想法，纯粹地去竞技，这样才有可能赢下强队一张图。,3
jee作为辅助很强，但是感觉吧还是有点飘了，就像个头重脚轻的船，压力一大再来点风浪就开始晃荡，这方面还得向瓦??学习,3
不如阿中，jee缺席裂变，我看打的挺好的,2
为啥不把cs2天梯排名靠前的中国玩家们诏安了啊[滑稽][滑稽][滑稽],2
有的对 有的尬黑 辨证着看吧,3
你讲的马后炮也挺多的，但这pee就是菜，不发挥有什么办法，队内狙击手无限空枪，怎么赢,2
??处这两天PL打的都比jee准,2
JEE赶紧退役吧，玩大嫂，陪炸鱼，态度不端正，赛场上吃着队友的血毫无发挥，讲道理教练上场都打的比你好。Pee记住！ 是你队友把你带到不属于你的高度Pee!,1
tyloo整个体系如同一个笨重的坦克，被对面一群步兵贴脸瓦解，缺的是步坦协同，或者来说需要一个独立于体系之外但跟着大部队行动的辅指挥，而不是副指挥，又不是脱离于主攻方向的自由人。用自己的经验调整大部队的节奏去应对当前的突发情况，现在看到的天禄进攻是明显的死板，死按计划做，突发情况遇到了就导致受迫性失误，宁愿不做也不愿意犯错,3
开局扔闪有点过度解读了。交流需要时间，中路前点也没有人看，谁知道会不会抓timing。,3
天禄还真的目前需要5个步枪比有主狙好,3
这都不重要，你能不能先想想怎么样能和jee收入一样吧,2
@TYLOO电子竞技俱乐部,3
现在不只饰品价格回到2020了,2
上帝的自信,2
我一个5e完美都是b+的看到pee这操作我都麻了 真的 太捞了 这是职业啊哥 不带这么混的[笑哭],2
喷的太慢了 前面几个赛事我就觉得jee是本质菜B了(职业比赛里) 我当时是看了他打步枪的第一视角 很抖 定位控枪一坨 当时狙还好 再后面就狙也不行了,2
用最多的经济打最低的贡献，这种每局少一个人的队伍要能赢，那得是大哥开转了,2
那手枪局这波闪应该什么时候给？对面全程静音摸到二楼前点，可以说一秒启动，这波闪怎么给？up求解,3
这不是诱饵弹吗？,2
这狙打不出威慑力那就跟没狙是一样的，多留两千给团队下把还能起长枪,2
有无队内语音，第一波感觉是交流问题，肯定有信息直接捏住闪了，而晚给闪躲凹槽更大可能是本能的想躲自己的闪，这闪很糟糕，已经接触的情况下这闪还有白包点队友的坏处,3
我感觉他知道自己打的不好，然后就心虚，在比赛中表现就差，但圈米圈爽了，就不练，反正能圈米就行[doge],2
有jee賺得多吗就发视频[脸红],2
主播也是成为大主包了[Mygo表情包_大哭],5
up分析小坑反道具很有问题，大表哥都已经踩到草车了，A2楼也有一个，对面也刚扔出来链接烟，这时候A1包点这一侧就jee一个人，掏道具很容易被直接抓timing打死，这下真的要背大锅，雷也拦不住对面进点了，闪光这个角度能白谁，烟封A1近点给对面混烟进包点，找个箱子后面头皮位对大狙或者反手架链接回防，封远点大表哥又吃不到。这一波只能说蹭出去没打死失误了，这一枪很关键但是jee没顶住压力空了，要是能打死broky，对面还要时间来处理jee，可以给钻链接烟的白菜一个落位的时机。,3
首次无缘淘汰赛是啥玩意,3
全程看完了 明白人都知道作者纯带着主观情绪去尬黑,2
如果是为黑而黑的话，任何职业选手都可以出一个这样的视频。,2
弹幕好多洗地的啊，但是好像都是不玩游戏的样子,2
那按照这么说上半场就只有那一波被抓timing是可以黑的其他也没啥好黑的,3
没关系的up，虽然现在还是有人在喷jee，但时间会证明一切，以后也会有很多人喷的[星星眼],2
国外装糖宝，国内查大嫂，问他狙几个，反问赚多少[再见],2
他是个想当然的选手，想当然这里没人，想当然能打，想当然道具可以这么丢 一个强调团队纪律性的队伍，这种想法必然是错 不说他场外的事，jee的选位跟反应都是想当然的，他不是大哥型的选手，不敢做事怕担责任。一个辅助狙击手，他真的全方位烂掉,3
现在看来还是骂轻了，他真的是得多鞭策一下[无语],2
给Jee洗的不知道都是些什么神人。两年以后电竞奥运会组cn队，狙击位只有毒叶和尿哥这两条区，你选哪个？肯定只能捏着鼻子选私生活作风有问题但枪准的这条当狙击手啊。你竞技比赛选枪不准的当狙击手你选得下去啊？除非这两年冒出来大狙新人王，不然宁愿让毒叶去。放炮率高的真的太离谱了。,2
"有错就改,分析归分析,希望大家不要因为看多了串子的言论让自己的戾气也变重了,真正爱一个战队是需要&#34;爱之深责之切&#34;的,但现在的网络环境只有责没有爱,没有自主思辨能力的人很容易被误导 那些口口声声说换人,解散的,希望你们对自己的人生也是这个态度,遇到点挫折就重开算了",3
打得越烂，解散越快，解散越快，贴纸越贵,2
主要还是JEE大狙选位有问题，没有形成压迫感。,3
之前夺冠给这帮解说主播啥的搞得喷都不敢喷，完美也是一群护主犬，只要有批评的话一律变身段位警察，你行你上，再不就是扣罕见帽子。jee这种真有实力也行，不知道成天在维护什么东西，吃冰淇淋很可爱是吗[打call],2
能频频出现让人觉得“这也能空啊？”这种程度的空枪，作为一个狙击手是要有挫败感的，是要赛后努力去提升自己的，但这个jee都多久了？还能一直这么空，要么压根没天赋，要么就是懒得像区,2
看比赛的时候真的看红温了[笑哭][笑哭],3
jee：你赚一年的钱还没我在孙宝迪那里卖pee眼一晚上赚得多,2
你先想想20岁怎么挣得比我多吧,2
第一个他就是去躲自己瞎丢的闪的,3
看弹幕居然真的有人觉得是尬黑啊，我还以为是反串呢[哦呼],2
我記得這貨之前b站大部分不是都護著的嗎？  怎麼了現在風評又轉了？  那時候真是說一句都被噴到不行，不去努力提升自己一天到晚就想著作妖到處串埋雷和那個賽後採訪搏出位,2
首次无缘淘汰赛！？？？？,3
问他赢了输了，他说赚了,2
一个常态pdf，上限赶不上一线狙下限的选手有什么好说的,2
我看到标题点进来前还想问up主你有J圣赚得多吗，没想到你先开口了[doge],2
@黄金海岸城,3
仅为分析局内情况吗[思考]想骂pee直说[汤圆],2
懦狙,1
首次无缘淘汰赛是啥意思，我记得小组赛都回家过吧,3
硬黑,1
pee赚得多，他配的啊，表演人格！就是适合做主播圈米！,2
判断这个狙击手到底好不好，进入hltv拉历史记录就好了[吃瓜],3
jee这人真有意思，问他能少空几枪吗？他说有他赚得多吗？[tv_白眼],2
@JeexD,3
我就看到5.57你这太不理中客了最大的问题也就是二楼这里思想出问题了，成熟的狙击手肯定是顶二楼换人了,2
他真的有时候慌的就像我这种快30的老年人一样,2
: 先想想怎麼賺得比我多吧,2
处对象处多了[doge]正常,2
菜是原罪，什么纪律性道具，还是实力不济，学小孩学不来的,2
@CS-advent 九爷快看[doge],3
两分钟[喜欢],3
感觉jee的性格不太适合打狙，有点外热内虚的感觉，目前cs2比较强的狙击手都是那种很稳的性子，不会主动去耍宝（除了打出精彩操作时），因为你外在表现的越多其实越说明你缺乏信心或紧张。,2
来几个玩cf的就行了  毕竟cf技术强无敌,2
打的菜是菜，站上帝视角硬黑完全没必要,1
cncs？无人关注[doge],2
首次？,3
先把国内的赛区联盟整起来再说吧[笑哭],2
cncs真烂完了吧  什么未成年毒叶 ntr 假赛  厚礼蟹[抠鼻],2
